term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster
son0,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,son0,son0,son0
radu,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,radu,radu,radu
gop,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,gop,gop,gop
okamoto,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,okamoto,okamoto,okamoto
relationship,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,relationship,relationship,rel
attribute,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,attribut,attribut,attribut
elegance,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,eleg,eleg,eleg
worthwhile,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,worthwhil,worthwhil,worthwhil
al7,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,al7,al7,al7
noimolar,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,JJ,noimolar,noimolar,noimol
ray,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,ray,ray,ray
shortrange,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,shortrang,shortrang,shortrang
goal,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,goal,goal,goal
proper,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,proper,proper,prop
ignificantly,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,RB,ignificantli,ignific,ign
iam-wk,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,iam-wk,iam-wk,iam-wk
heilmaier,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,heilmaier,heilmaier,heilmay
lichtenberg,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,lichtenberg,lichtenberg,lichtenberg
718,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,718,718,718
358,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,358,358,358
258,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,258,258,258
5250,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,5250,5250,5250
5214,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,5214,5214,5214
069,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,069,069,069
abstractan,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,abstractan,abstractan,abstract
symmetric,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,symmetr,symmetr,symmet
dotted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBN,dot,dot,dot
nbmotaww,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,nbmotaww,nbmotaww,nbmotaww
compacted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,compact,compact,compact
densities,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNS,densiti,densiti,dens
ppm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,ppm,ppm,ppm
nnmotaw,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,nnmotaw,nnmotaw,nnmotaw
sharper,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,sharper,sharper,sharp
236ev,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,236ev,236ev,236ev
269ev,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,269ev,269ev,269ev
0802ev,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,CD,0802ev,0802ev,0802ev
312ev,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,312ev,312ev,312ev
gaps,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NNS,gap,gap,gap
kexperimental,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,kexperiment,kexperiment,kexpery
kcalculated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBN,kcalcul,kcalcul,kcalc
laube,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,laub,laub,laub
improvement,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,improv,improv,improv
css,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,css,css,css
cee,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,cee,cee,cee
build,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,build,build,build
fast,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,fast,fast,fast
brittle-ductility,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,NN,brittle-ductil,brittle-ductil,brittle-ductility
motaww,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,motaww,motaww,motaww
057,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,057,057,057
witha,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,witha,witha,with
0413,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0413,0413,0413
0390,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0390,0390,0390
0398,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0398,0398,0398
0369,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,0369,0369,0369
compressing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBG,compress,compress,compress
nbnmotawv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,nbnmotawv,nbnmotawv,nbnmotawv
cj2cy4,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,cj2cy4,cj2cy4,cj2cy4
cj2c4,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cj2c4,cj2c4,cj2c4
conn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,conn,conn,con
cy2c44,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,cy2c44,cy2c44,cy2c44
bonded,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBN,bond,bond,bond
505ev,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,CD,505ev,505ev,505ev
3922ev,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,CD,3922ev,3922ev,3922ev
wider,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,wider,wider,wid
312,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,312,312,312
coincident,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,coincid,coincid,coincid
simulate,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,simul,simul,sim
al-containing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,al-contain,al-contain,al-containing
cover,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cover,cover,cov
nbo7smocrtial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,nbo7smocrti,nbo7smocrti,nbo7smocrtial
nbosmocrtial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,nbosmocrti,nbosmocrti,nbosmocrt
nbo2smocrtial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,nbo2smocrti,nbo2smocrti,nbo2smocrtial
severely,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,RB,sever,sever,sev
microscopic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NN,microscop,microscop,microscop
universality,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,univers,univers,univers
gute,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,gute,gute,gut
pertinence,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,pertin,pertin,pertin
constitutional,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,JJ,constitut,constitut,constitut
spanned,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBN,span,span,span
percent,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,percent,percent,perc
succeeding,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,succeed,succeed,success
incorporates,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NNS,incorpor,incorpor,incorp
chen,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,chen,chen,chen
kauffmann,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NNP,kauffmann,kauffmann,kauffman
wifference,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,wiffer,wiffer,wiff
whs,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,wh,whs,whs
ecoh,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,ecoh,ecoh,ecoh
ndmotawv,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,ndmotawv,ndmotawv,ndmotawv
ariation,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,ariat,ariat,ary
shortening,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,shorten,shorten,short
altered,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBN,alter,alter,alt
sorbital,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,sorbit,sorbit,sorbit
780,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,780,780,780
p-orbital,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,JJ,p-orbit,p-orbit,p-orbital
noomotaw,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,noomotaw,noomotaw,noomotaw
valley,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,valley,valley,valley
distributes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,distribut,distribut,distribut
gpa-6,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,gpa-6,gpa-6,gpa-6
directionality,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,direction,direct,direct
verifies,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,verifi,verifi,ver
standard-related,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,JJ,standard-rel,standard-rel,standard-relat
losing,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,VBG,lose,lose,los
brighter,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,brighter,brighter,bright
loses,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NNS,lose,lose,los
lthough,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,lthough,lthough,lthough
eform,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,eform,eform,eform
batch,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,batch,batch,batch
xcr3,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,xcr3,xcr3,xcr3
chamber,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,chamber,chamber,chamb
realistic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,JJ,realist,realist,real
gauges,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,gaug,gaug,gaug
attached,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,attach,attach,attach
macroscopically,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,RB,macroscop,macroscop,macroscop
qioa,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,qioa,qioa,qio
initiated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,initi,initi,in
crack,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,crack,crack,crack
indentations,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NNS,indent,indent,ind
nanoindenter,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,nanoindent,nanoindent,nanoind
g200xp,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,g200xp,g200xp,g200xp
keysight,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNP,keysight,keysight,keysight
sur-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,sur-,sur-,sur-
localization,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,local,local,loc
compatibility,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,compat,compat,compat
physically,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,RB,physic,physic,phys
connecting,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,VBG,connect,connect,connect
abnormal,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,JJ,abnorm,abnorm,abnorm
nomocrtial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,nomocrti,nomocrti,nomocrt
300c,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,CD,300c,300c,300c
10-s1,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,JJ,10-s1,10-s1,10-s1
meaningful,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,meaning,meaning,mean
maytec,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,maytec,maytec,maytec
directed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,direct,direct,direct
electromechanical,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,17,JJ,electromechan,electromechan,electromech
try,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,tri,tri,try
supplied,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,suppli,suppli,supply
struers,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NNS,struer,struer,struers
2018775,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,CD,2018775,2018775,2018775
ayo,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,ayo,ayo,ayo
work-hardening,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,14,NN,work-harden,work-harden,work-hardening
tabulated,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,tabul,tabul,tab
elsewhere,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,RB,elsewher,elsewher,elsewh
covered,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,VBN,cover,cover,cov
assessed,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBN,assess,assess,assess
2018773,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,CD,2018773,2018773,2018773
evos0,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,evos0,evos0,evos0
stial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,stial,stial,sti
nbmocro,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,nbmocro,nbmocro,nbmocro
binarized,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,VBN,binar,binar,bin
cracking,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,VBG,crack,crack,crack
mng3,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,mng3,mng3,mng3
zwick,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,zwick,zwick,zwick
z100,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,z100,z100,z100
velocity,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NN,veloc,veloc,veloc
transverse,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NN,transvers,transvers,transvers
waves,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NNS,wave,wave,wav
archimedes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,archimed,archimed,archim
mgzn,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,mgzn,mgzn,mgzn
magnification,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,13,NN,magnif,magnif,magn
creep-controlled,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,16,JJ,creep-control,creep-control,creep-controlled
plateau-like,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,NN,plateau-lik,plateau-lik,plateau-like
c14,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,c14,c14,c14
retain,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,retain,retain,retain
arrows,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NNS,arrow,arrow,arrow
cr3si1,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,cr3si1,cr3si1,cr3si1
a15,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,a15,a15,a15
unidentified,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,JJ,unidentifi,unidentifi,unident
trace,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,trace,trace,trac
cu3au,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,cu3au,cu3au,cu3au
ebsd,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,ebsd,ebsd,ebsd
successively,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,12,RB,success,success,success
highlighted,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,VBN,highlight,highlight,highlight
1ic,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,1ic,1ic,1ic
alin,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,alin,alin,alin
crnb,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,crnb,crnb,crnb
1microstructure,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,15,CD,1microstructur,1microstructur,1microstructure
nb-laves,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,8,NNS,nb-lave,nb-lave,nb-laves
exclude,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,exclud,exclud,exclud
5secondary,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,CD,5secondari,5secondari,5secondary
panametrics,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,panametr,panametr,panamet
5mm,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,CD,5mm,5mm,5mm
khz,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,khz,khz,khz
easiest,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,JJS,easiest,easiest,easiest
mhz,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,3,NN,mhz,mhz,mhz
broadband,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,NN,broadband,broadband,broadband
transducers,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,11,NNS,transduc,transduc,transduc
tial,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,tial,tial,tial
eyes,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NNS,eye,eye,ey
v155,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,4,NN,v155,v155,v155
influences,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,10,NNS,influenc,influenc,influ
r3754a,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,6,NN,r3754a,r3754a,r3754a
network,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,7,NN,network,network,network
mocr-,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,mocr-,mocr-,mocr-
onset,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,5,NN,onset,onset,onset
advantest,1,3.6349096724946385e-05,14.747720960818267,0.0005360663356773024,9,JJS,advantest,advantest,advantest
